Video,Quality,Status,TimeStall,Eid,Date,Time,Category
9jrP7460a4o,"hd2160,",1,0.044575773,2a19aug,19/08/2022,16:03:54,playing
9jrP7460a4o,"hd2160,",0,302.181,2a19aug,19/08/2022,16:08:56,ended
JMbBjKnUoC4,"unknown,",-1,0,3a19aug,19/08/2022,16:10:30,unstarted
JMbBjKnUoC4,"unknown,",3,0,3a19aug,19/08/2022,16:10:30,buffering
JMbBjKnUoC4,"hd2160,",1,0.027893198,3a19aug,19/08/2022,16:10:36,playing
9jrP7460a4o,"unknown,",-1,0,be20aug,21/08/2022,15:30:22,unstarted
9jrP7460a4o,"unknown,",3,0,be20aug,21/08/2022,15:30:22,buffering
9jrP7460a4o,"large,",1,0.033886825,be20aug,21/08/2022,15:30:31,playing
9jrP7460a4o,"hd2160,",3,299.487938,be20aug,21/08/2022,15:35:32,buffering
jAa58N4Jlos,"unknown,",-1,0,a20aug,21/08/2022,17:29:06,unstarted
jAa58N4Jlos,"unknown,",3,0,a20aug,21/08/2022,17:29:06,buffering
jAa58N4Jlos,"hd2160,",1,0.012328876,a20aug,21/08/2022,17:29:07,playing
jAa58N4Jlos,"hd2160,",0,217.391292,a20aug,21/08/2022,17:32:46,ended
9ZfN87gSjvI,"unknown,",-1,0,2m20aug,21/08/2022,17:44:30,unstarted
9ZfN87gSjvI,"unknown,",3,0,2m20aug,21/08/2022,17:44:30,buffering
9ZfN87gSjvI,"hd2160,",1,0.100043097,2m20aug,21/08/2022,17:44:31,playing
9ZfN87gSjvI,"hd2160,",0,257.241,2m20aug,21/08/2022,17:48:48,ended
jAa58N4Jlos,"unknown,",3,0,p23auglte,23/08/2022,18:33:23,buffering
jAa58N4Jlos,"unknown,",-1,0,p23auglte,23/08/2022,18:33:23,unstarted
jAa58N4Jlos,"hd2160,",1,0.048210105,p23auglte,23/08/2022,18:33:25,playing
jAa58N4Jlos,"hd2160,",0,217.621,p23auglte,23/08/2022,18:37:02,ended
9ZfN87gSjvI,"unknown,",-1,0,p23auglte,23/08/2022,18:37:10,unstarted
9ZfN87gSjvI,"unknown,",3,0,p23auglte,23/08/2022,18:37:10,buffering
9ZfN87gSjvI,"hd2160,",-1,0,p23auglte,23/08/2022,18:37:10,unstarted
9ZfN87gSjvI,"hd2160,",3,0.014381,p23auglte,23/08/2022,18:37:11,buffering
9ZfN87gSjvI,"hd2160,",1,0.122706084,p23auglte,23/08/2022,18:37:11,playing
9ZfN87gSjvI,"hd1440,",0,257.241,p23auglte,23/08/2022,18:41:29,ended
JMbBjKnUoC4,"unknown,",-1,0,a23auglte,23/08/2022,18:44:24,unstarted
JMbBjKnUoC4,"unknown,",3,0,a23auglte,23/08/2022,18:44:24,buffering
JMbBjKnUoC4,"hd1440,",1,0.03583396,a23auglte,23/08/2022,18:44:26,playing
JMbBjKnUoC4,"hd1440,",3,4.910929,a23auglte,23/08/2022,18:44:31,buffering
JMbBjKnUoC4,"hd1440,",1,5.159146114,a23auglte,23/08/2022,18:44:32,playing
JMbBjKnUoC4,"hd2160,",0,390.601,a23auglte,23/08/2022,18:50:58,ended
9jrP7460a4o,"unknown,",-1,0,m23auglte,23/08/2022,18:52:11,unstarted
9jrP7460a4o,"unknown,",3,0,m23auglte,23/08/2022,18:52:11,buffering
9jrP7460a4o,"hd1440,",1,0.033540105,m23auglte,23/08/2022,18:52:13,playing
jAa58N4Jlos,"unknown,",-1,0,m23auglte,23/08/2022,18:55:10,unstarted
jAa58N4Jlos,"unknown,",3,0,m23auglte,23/08/2022,18:55:11,buffering
jAa58N4Jlos,"hd1440,",-1,0,m23auglte,23/08/2022,18:55:11,unstarted
jAa58N4Jlos,"hd2160,",3,0,m23auglte,23/08/2022,18:55:12,buffering
jAa58N4Jlos,"hd2160,",1,0.139171156,m23auglte,23/08/2022,18:55:12,playing
jAa58N4Jlos,"hd2160,",0,217.621,m23auglte,23/08/2022,18:58:50,ended
9ZfN87gSjvI,"unknown,",-1,0,m23auglte,23/08/2022,18:58:57,unstarted
9ZfN87gSjvI,"unknown,",3,0,m23auglte,23/08/2022,18:58:57,buffering
9ZfN87gSjvI,"hd1440,",-1,0,m23auglte,23/08/2022,18:58:57,unstarted
9ZfN87gSjvI,"hd1440,",3,0.087505,m23auglte,23/08/2022,18:59:00,buffering
9ZfN87gSjvI,"hd1440,",1,0.136742021,m23auglte,23/08/2022,18:59:00,playing
9ZfN87gSjvI,"hd2160,",0,257.241,m23auglte,23/08/2022,19:03:17,ended
JMbBjKnUoC4,"unknown,",-1,0,2m23auglte,23/08/2022,19:04:35,unstarted
JMbBjKnUoC4,"unknown,",3,0,2m23auglte,23/08/2022,19:04:35,buffering
JMbBjKnUoC4,"hd2160,",1,0.029517876,2m23auglte,23/08/2022,19:04:36,playing
jAa58N4Jlos,"unknown,",-1,0,m23aug,23/08/2022,19:11:59,unstarted
jAa58N4Jlos,"unknown,",3,0,m23aug,23/08/2022,19:11:59,buffering
jAa58N4Jlos,"hd2160,",1,0.036258939,m23aug,23/08/2022,19:12:06,playing
jAa58N4Jlos,"hd2160,",0,217.621,m23aug,23/08/2022,19:15:44,ended
9ZfN87gSjvI,"unknown,",3,0,m23aug,23/08/2022,19:15:48,buffering
9ZfN87gSjvI,"unknown,",-1,0,m23aug,23/08/2022,19:15:48,unstarted
9ZfN87gSjvI,"hd2160,",-1,0,m23aug,23/08/2022,19:15:49,unstarted
9ZfN87gSjvI,"hd2160,",1,0.029999971,m23aug,23/08/2022,19:15:50,playing
9ZfN87gSjvI,"hd2160,",0,257.195029,m23aug,23/08/2022,19:20:07,ended
JMbBjKnUoC4,"unknown,",3,0,m23aug,23/08/2022,19:20:22,buffering
JMbBjKnUoC4,"hd1440,",-1,0,m23aug,23/08/2022,19:20:22,unstarted
JMbBjKnUoC4,"unknown,",-1,0,m23aug,23/08/2022,19:20:22,unstarted
JMbBjKnUoC4,"hd2160,",1,0.100441038,m23aug,23/08/2022,19:20:33,playing
Baur2Ypgd60,"unknown,",-1,0,a23aug,23/08/2022,19:29:29,unstarted
Baur2Ypgd60,"unknown,",3,0,a23aug,23/08/2022,19:29:29,buffering
Baur2Ypgd60,"hd2160,",1,0.074315985,a23aug,23/08/2022,19:29:31,playing
Baur2Ypgd60,"hd2160,",0,204.941,a23aug,23/08/2022,19:32:56,ended
jAa58N4Jlos,"unknown,",-1,0,a23aug,23/08/2022,19:33:01,unstarted
jAa58N4Jlos,"unknown,",3,0,a23aug,23/08/2022,19:33:01,buffering
jAa58N4Jlos,"hd2160,",-1,0,a23aug,23/08/2022,19:33:01,unstarted
jAa58N4Jlos,"hd2160,",3,0,a23aug,23/08/2022,19:33:02,buffering
jAa58N4Jlos,"hd2160,",1,0.158496021,a23aug,23/08/2022,19:33:02,playing
jAa58N4Jlos,"hd2160,",0,217.621,a23aug,23/08/2022,19:36:40,ended
JMbBjKnUoC4,"unknown,",3,0,2p23aug,23/08/2022,19:37:59,buffering
JMbBjKnUoC4,"unknown,",-1,0,2p23aug,23/08/2022,19:37:59,unstarted
JMbBjKnUoC4,"hd2160,",1,0.076389964,2p23aug,23/08/2022,19:38:01,playing
jAa58N4Jlos,"unknown,",-1,0,3p23aug,23/08/2022,19:52:57,unstarted
jAa58N4Jlos,"unknown,",3,0,3p23aug,23/08/2022,19:52:57,buffering
jAa58N4Jlos,"hd2160,",1,0.023857063,3p23aug,23/08/2022,19:53:00,playing
jAa58N4Jlos,"hd2160,",0,217.621,3p23aug,23/08/2022,19:56:38,ended
JMbBjKnUoC4,"unknown,",3,0,3m23aug,23/08/2022,20:09:32,buffering
JMbBjKnUoC4,"unknown,",-1,0,3m23aug,23/08/2022,20:09:32,unstarted
JMbBjKnUoC4,"hd2160,",1,0.178868006,3m23aug,23/08/2022,20:09:34,playing
JMbBjKnUoC4,"hd2160,",2,0.109892,3m23aug,23/08/2022,20:09:34,paused
JMbBjKnUoC4,"hd2160,",2,0.109892,3m23aug,23/08/2022,20:09:34,paused
JMbBjKnUoC4,"hd2160,",1,0.113891949,3m23aug,23/08/2022,20:09:34,playing
JMbBjKnUoC4,"hd2160,",1,0.111892093,3m23aug,23/08/2022,20:09:35,playing
JMbBjKnUoC4,"hd2160,",0,390.601,3m23aug,23/08/2022,20:16:05,ended
jAa58N4Jlos,"unknown,",-1,0,3m23aug,23/08/2022,20:16:12,unstarted
jAa58N4Jlos,"unknown,",3,0,3m23aug,23/08/2022,20:16:12,buffering
jAa58N4Jlos,"hd2160,",-1,0,3m23aug,23/08/2022,20:16:12,unstarted
jAa58N4Jlos,"hd2160,",1,0.013195876,3m23aug,23/08/2022,20:16:14,playing
jAa58N4Jlos,"hd2160,",3,189.952938,3m23aug,23/08/2022,20:19:24,buffering
jAa58N4Jlos,"hd2160,",1,190.0014171,3m23aug,23/08/2022,20:19:29,playing
jAa58N4Jlos,"hd2160,",0,217.621,3m23aug,23/08/2022,20:19:56,ended
9ZfN87gSjvI,"unknown,",-1,0,3m23aug,23/08/2022,20:20:55,unstarted
9ZfN87gSjvI,"unknown,",3,0,3m23aug,23/08/2022,20:20:55,buffering
9ZfN87gSjvI,"hd1440,",-1,0,3m23aug,23/08/2022,20:20:56,unstarted
9ZfN87gSjvI,"hd1440,",1,0.006376021,3m23aug,23/08/2022,20:20:57,playing
9ZfN87gSjvI,"hd2160,",0,257.241,3m23aug,23/08/2022,20:25:15,ended
Baur2Ypgd60,"unknown,",-1,0,3m23aug,23/08/2022,20:25:26,unstarted
Baur2Ypgd60,"unknown,",3,0,3m23aug,23/08/2022,20:25:26,buffering
Baur2Ypgd60,"hd2160,",-1,0,3m23aug,23/08/2022,20:25:26,unstarted
Baur2Ypgd60,"hd2160,",3,0.008884,3m23aug,23/08/2022,20:25:31,buffering
Baur2Ypgd60,"hd2160,",1,0.041936011,3m23aug,23/08/2022,20:25:31,playing
Baur2Ypgd60,"hd2160,",0,204.941,3m23aug,23/08/2022,20:28:56,ended
JMbBjKnUoC4,"unknown,",-1,0,3m23aug,23/08/2022,20:29:18,unstarted
JMbBjKnUoC4,"unknown,",3,0,3m23aug,23/08/2022,20:29:18,buffering
JMbBjKnUoC4,"hd2160,",-1,0,3m23aug,23/08/2022,20:29:19,unstarted
JMbBjKnUoC4,"hd2160,",1,0.007999897,3m23aug,23/08/2022,20:29:20,playing
jAa58N4Jlos,"unknown,",3,0,3m23aug,23/08/2022,20:35:46,buffering
jAa58N4Jlos,"unknown,",-1,0,3m23aug,23/08/2022,20:35:46,unstarted
jAa58N4Jlos,"hd1440,",-1,0,3m23aug,23/08/2022,20:35:48,unstarted
jAa58N4Jlos,"hd1440,",1,0.007424855,3m23aug,23/08/2022,20:35:50,playing
jAa58N4Jlos,"hd2160,",0,217.621,3m23aug,23/08/2022,20:39:28,ended
JMbBjKnUoC4,"unknown,",3,0,m24auglte,24/08/2022,11:15:30,buffering
JMbBjKnUoC4,"unknown,",-1,0,m24auglte,24/08/2022,11:15:30,unstarted
JMbBjKnUoC4,"hd2160,",1,0.123668193,m24auglte,24/08/2022,11:15:31,playing
JMbBjKnUoC4,"hd2160,",0,390.601,m24auglte,24/08/2022,11:22:02,ended
Baur2Ypgd60,"unknown,",3,0,i24aug,24/08/2022,16:57:59,buffering
Baur2Ypgd60,"unknown,",-1,0,i24aug,24/08/2022,16:57:59,unstarted
Baur2Ypgd60,"hd2160,",1,0.064457137,i24aug,24/08/2022,16:58:22,playing
Baur2Ypgd60,"hd2160,",-1,0.033457,i24aug,24/08/2022,16:58:22,unstarted
Baur2Ypgd60,"hd2160,",3,8.627931,i24aug,24/08/2022,16:58:31,buffering
Baur2Ypgd60,"hd2160,",1,8.880832804,i24aug,24/08/2022,16:58:54,playing
Baur2Ypgd60,"hd1080,",1,46.00796514,i24aug,24/08/2022,16:59:41,playing
Baur2Ypgd60,"hd1080,",3,45.76018,i24aug,24/08/2022,16:59:32,buffering
Baur2Ypgd60,"hd1080,",3,49.287714,i24aug,24/08/2022,16:59:45,buffering
Baur2Ypgd60,"hd720,",1,49.52395002,i24aug,24/08/2022,17:00:49,playing
Baur2Ypgd60,"hd2160,",0,204.941,i24aug,24/08/2022,17:03:25,ended
Baur2Ypgd60,"unknown,",-1,0,i24aug,24/08/2022,17:03:29,unstarted
Baur2Ypgd60,"unknown,",3,0,i24aug,24/08/2022,17:03:29,buffering
Baur2Ypgd60,"hd2160,",-1,0,i24aug,24/08/2022,17:03:30,unstarted
Baur2Ypgd60,"unknown,",-1,0,3m24auglte,24/08/2022,17:25:15,unstarted
Baur2Ypgd60,"unknown,",3,0,3m24auglte,24/08/2022,17:25:15,buffering
Baur2Ypgd60,"hd2160,",1,0.032869032,3m24auglte,24/08/2022,17:25:20,playing
Baur2Ypgd60,"hd2160,",3,8.003881,3m24auglte,24/08/2022,17:25:28,buffering
Baur2Ypgd60,"hd2160,",1,8.28669699,3m24auglte,24/08/2022,17:25:40,playing
