Timestamp,Longitude,Latitude,CellID,NetworkTech,NetworkMode,Level,Qual,SNR,CQI,LTERSSI,DL_bitrate,UL_bitrate,Altitude,Height,State,EVENT,Eid
"
2022.08.26_11.58.46",7.0879330000000005,43.602503999999996,61.0,4G,LTE,-98.0,-13.0,4.0,13.0,-81,0.0,0.0,169.0,169.0,I,LOG START,4M226
"
2022.08.26_11.58.47",7.0879330000000005,43.602503999999996,61.0,4G,LTE,-98.0,-13.0,4.0,11.0,-83,0.0,0.0,169.0,169.0,I,PERIODIC,4M226
"
2022.08.26_11.58.48",7.0879330000000005,43.602503999999996,61.0,4G,LTE,-100.0,-13.0,7.0,12.0,-81,19.0,3.0,169.0,169.0,D,PERIODIC,4M226
"
2022.08.26_11.58.49",7.0879330000000005,43.602503999999996,61.0,4G,LTE,-100.0,-13.0,7.0,11.0,-79,0.0,0.0,169.0,169.0,I,PERIODIC,4M226
"
2022.08.26_11.58.50",7.0879330000000005,43.602503999999996,61.0,4G,LTE,-99.0,-11.0,1.0,11.0,-83,0.0,0.0,169.0,169.0,I,PERIODIC,4M226
"
2022.08.26_11.58.50",7.0879330000000005,43.602503999999996,61.0,4G,LTE,-99.0,-11.0,1.0,11.0,-83,0.0,0.0,169.0,169.0,I,PERIODIC,4M226
"
2022.08.26_11.58.52",7.0879330000000005,43.602503999999996,61.0,4G,LTE,-99.0,-12.0,10.0,9.0,-81,19.0,23.0,169.0,169.0,D,PERIODIC,4M226
"
2022.08.26_11.58.53",7.0879330000000005,43.602503999999996,61.0,4G,LTE,-99.0,-12.0,10.0,10.0,-81,20.0,3.0,169.0,169.0,D,PERIODIC,4M226
"
2022.08.26_11.58.54",7.0879330000000005,43.602503999999996,61.0,4G,LTE,-97.0,-8.0,3.0,11.0,-81,0.0,0.0,169.0,169.0,I,PERIODIC,4M226
"
2022.08.26_11.58.55",7.0879330000000005,43.602503999999996,61.0,4G,LTE,-97.0,-8.0,3.0,11.0,-81,0.0,0.0,169.0,169.0,I,PERIODIC,4M226
