Timestamp,Longitude,Latitude,NetworkTech,NetworkMode,Level,Qual,SNR,CQI,LTERSSI,DL_bitrate,UL_bitrate,Altitude,Height,State,EVENT,Eid
"
2022.07.22_11.24.34",7.045899,43.623371999999996,4G,LTE,-104.0,-13.0,-4.0,5.0,-90,0.0,0.0,201.0,201.0,D,LOG START,b15jk
"
2022.07.22_11.24.34",7.045899,43.623371999999996,4G,LTE,-104.0,-13.0,-4.0,5.0,-90,19.0,3.0,201.0,201.0,D,PERIODIC,b15jk
"
2022.07.22_11.24.35",7.045899,43.623371999999996,4G,LTE,-105.0,-14.0,-5.0,6.0,-88,0.0,0.0,201.0,201.0,D,PERIODIC,b15jk
"
2022.07.22_11.24.36",7.045899,43.623371999999996,4G,LTE,-105.0,-14.0,-5.0,6.0,-88,0.0,0.0,201.0,201.0,I,PERIODIC,b15jk
"
2022.07.22_11.24.37",7.045899,43.623371999999996,4G,LTE,-105.0,-14.0,-5.0,6.0,-88,34.0,47.0,201.0,201.0,D,PERIODIC,b15jk
"
2022.07.22_11.24.38",7.045899,43.623371999999996,4G,LTE,-105.0,-13.0,-6.0,7.0,-81,0.0,0.0,201.0,201.0,D,PERIODIC,b15jk
"
2022.07.22_11.24.39",7.045899,43.623371999999996,4G,LTE,-105.0,-13.0,-6.0,5.0,-94,19.0,3.0,201.0,201.0,D,PERIODIC,b15jk
"
2022.07.22_11.24.40",7.045899,43.623371999999996,4G,LTE,-108.0,-14.0,-13.0,6.0,-91,52.0,4.0,201.0,201.0,D,HANDOVER_DATA_4G4G,b15jk
"
2022.07.22_11.24.41",7.045899,43.623371999999996,4G,LTE,-108.0,-14.0,-13.0,6.0,-91,0.0,0.0,201.0,201.0,D,PERIODIC,b15jk
"
2022.07.22_11.24.42",7.045899,43.623371999999996,4G,LTE,-107.0,-14.0,2.0,10.0,-94,0.0,0.0,201.0,201.0,I,CELL_RESELECTION_4G4G,b15jk
"
2022.07.22_11.24.43",7.045899,43.623371999999996,4G,LTE,-107.0,-14.0,2.0,10.0,-94,199.0,66.0,201.0,201.0,D,PERIODIC,b15jk
"
2022.07.22_11.24.44",7.045899,43.623371999999996,4G,LTE,-111.0,-15.0,0.0,10.0,-,46.0,14.0,201.0,201.0,D,PERIODIC,b15jk
"
2022.07.22_11.24.45",7.045899,43.623371999999996,4G,LTE,-111.0,-15.0,0.0,10.0,-92,0.0,0.0,201.0,201.0,D,PERIODIC,b15jk
"
2022.07.22_11.24.46",7.045899,43.623371999999996,4G,LTE,-111.0,-13.0,5.0,7.0,-94,57.0,66.0,201.0,201.0,D,PERIODIC,b15jk
"
2022.07.22_11.24.47",7.045899,43.623371999999996,4G,LTE,-111.0,-13.0,5.0,7.0,-94,0.0,0.0,201.0,201.0,D,PERIODIC,b15jk
"
2022.07.22_11.24.48",7.045899,43.623371999999996,4G,LTE,-110.0,-14.0,4.0,11.0,-92,0.0,0.0,201.0,201.0,I,PERIODIC,b15jk
"
2022.07.22_11.24.49",7.045899,43.623371999999996,4G,LTE,-110.0,-14.0,4.0,7.0,-90,19.0,3.0,201.0,201.0,D,PERIODIC,b15jk
"
2022.07.22_11.24.50",7.045899,43.623371999999996,4G,LTE,-110.0,-14.0,4.0,7.0,-90,0.0,0.0,201.0,201.0,D,PERIODIC,b15jk
"
2022.07.22_11.24.51",7.045899,43.623371999999996,4G,LTE,-105.0,-13.0,6.0,8.0,-88,0.0,0.0,201.0,201.0,I,PERIODIC,b15jk
"
2022.07.22_11.24.52",7.045899,43.623371999999996,4G,LTE,-105.0,-13.0,6.0,10.0,-84,0.0,0.0,201.0,201.0,I,PERIODIC,b15jk
"
2022.07.22_11.24.53",7.045899,43.623371999999996,4G,LTE,-102.0,-13.0,13.0,11.0,-81,1.0,3.0,201.0,201.0,D,PERIODIC,b15jk
"
2022.07.22_11.24.54",7.045899,43.623371999999996,4G,LTE,-102.0,-13.0,13.0,10.0,-81,242.0,52.0,201.0,201.0,D,PERIODIC,b15jk
"
2022.07.22_11.24.55",7.045899,43.623371999999996,4G,LTE,-99.0,-12.0,10.0,11.0,-83,646.0,190.0,201.0,201.0,D,PERIODIC,b15jk
"
2022.07.22_11.24.56",7.045899,43.623371999999996,4G,LTE,-99.0,-12.0,10.0,12.0,-78,1862.0,404.0,201.0,201.0,D,PERIODIC,b15jk
"
2022.07.22_11.24.57",7.045899,43.623371999999996,4G,LTE,-95.0,-13.0,11.0,12.0,-78,18362.0,258.0,201.0,201.0,D,PERIODIC,b15jk
"
2022.07.22_11.24.58",7.045899,43.623371999999996,4G,LTE,-95.0,-13.0,11.0,12.0,-78,22688.0,455.0,201.0,201.0,D,PERIODIC,b15jk
"
2022.07.22_11.24.59",7.045899,43.623371999999996,4G,LTE,-94.0,-12.0,13.0,11.0,-73,26505.0,258.0,201.0,201.0,D,PERIODIC,b15jk
"
2022.07.22_11.25.00",7.045899,43.623371999999996,4G,LTE,-94.0,-12.0,13.0,11.0,-73,43534.0,238.0,201.0,201.0,D,PERIODIC,b15jk
"
2022.07.22_11.25.01",7.045899,43.623371999999996,4G,LTE,-91.0,-12.0,13.0,11.0,-72,28607.0,193.0,201.0,201.0,D,PERIODIC,b15jk
"
2022.07.22_11.25.02",7.045899,43.623371999999996,4G,LTE,-91.0,-12.0,13.0,11.0,-,19.0,110.0,201.0,201.0,D,PERIODIC,b15jk
"
2022.07.22_11.25.03",7.045899,43.623371999999996,4G,LTE,-90.0,-12.0,15.0,11.0,-,17.0,64.0,201.0,201.0,D,PERIODIC,b15jk
"
2022.07.22_11.25.04",7.045899,43.623371999999996,4G,LTE,-90.0,-12.0,15.0,11.0,-72,83.0,32.0,201.0,201.0,D,PERIODIC,b15jk
"
2022.07.22_11.25.05",7.045899,43.623371999999996,4G,LTE,-91.0,-12.0,15.0,12.0,-73,3311.0,48.0,201.0,201.0,D,PERIODIC,b15jk
"
2022.07.22_11.25.06",7.045899,43.623371999999996,4G,LTE,-91.0,-12.0,15.0,12.0,-72,7.0,10.0,201.0,201.0,D,PERIODIC,b15jk
"
2022.07.22_11.25.07",7.045899,43.623371999999996,4G,LTE,-88.0,-12.0,15.0,10.0,-70,7.0,10.0,201.0,201.0,D,PERIODIC,b15jk
"
2022.07.22_11.25.08",7.045899,43.623371999999996,4G,LTE,-88.0,-12.0,15.0,10.0,-70,59011.0,319.0,201.0,201.0,D,PERIODIC,b15jk
