Timestamp,Longitude,Latitude,CellID,NetworkTech,NetworkMode,Level,Qual,SNR,CQI,EVENT,SecondCell_RSRQ,Eid
611.0,4G,LTE,3607.0,166.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,4608.0,166.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,3526.0,166.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,4975.0,166.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,3996.0,166.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,3292.0,166.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,1831.0,166.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,1949.0,166.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,3020.0,166.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,1766.0,166.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,2461.0,166.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,2361.0,166.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,3321.0,166.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,4507.0,166.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,2441.0,166.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,3627.0,166.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,2737.0,166.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,1665.0,166.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,4138.0,166.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,1636.0,166.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,3922.0,230.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,511.0,230.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,0.0,230.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,1.0,230.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,1482.0,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,634.0,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,4351.0,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,3166.0,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,1236.0,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,2522.0,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,1817.0,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,1547.0,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,927.0,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,2079.0,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,1604.0,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,1194.0,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,1959.0,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,2546.0,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,2247.0,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,1317.0,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,3613.0,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,1115.0,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,2196.0,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,3072.0,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,1656.0,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,2932.0,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,3561.0,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,1845.0,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,1775.0,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,2536.0,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,3001.0,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,2179.0,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,1666.0,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,2909.0,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,2984.0,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,3059.0,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,1256.0,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,1419.0,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,1979.0,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,1104.0,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,539.0,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,1228.0,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
